x,y
0.0,0.0
1.5495798989898992e-05,30.991597979797984
3.0991597979797984e-05,61.98319595959597
4.648739696969697e-05,92.97479393939395
6.198319595959597e-05,123.96639191919193
7.747899494949496e-05,154.95798989898992
9.297479393939395e-05,185.9495878787879
0.00010847059292929294,216.94118585858587
0.00012396639191919194,247.93278383838387
0.00013946219090909092,278.9243818181818
0.00015495798989898993,309.91597979797984
0.0001704537888888889,340.9075777777778
0.0001859495878787879,371.8991757575758
0.0002014453868686869,402.8907737373738
0.00021694118585858588,433.88237171717174
0.0002324369848484849,464.87396969696977
0.00024793278383838387,495.86556767676774
0.0002634285828282829,526.8571656565657
0.00027892438181818184,557.8487636363636
0.00029442018080808085,588.8403616161617
0.00030991597979797985,619.8319595959597
0.0003254117787878788,650.8235575757576
0.0003409075777777778,681.8151555555556
0.0003564033767676768,712.8067535353537
0.0003718991757575758,743.7983515151516
0.0003873949747474748,774.7899494949496
0.0004028907737373738,805.7815474747476
0.0004183865727272728,836.7731454545457
0.00043388237171717176,867.7647434343435
0.00044937817070707077,898.7563414141415
0.0004648739696969698,929.7479393939395
0.00048036976868686874,960.7395373737374
0.0004958655676767677,991.7311353535355
0.0005113613666666668,1022.7227333333335
0.0005268571656565658,1053.7143313131314
0.0005423529646464648,1084.7059292929296
0.0005578487636363637,1115.6975272727273
0.0005733445626262627,1146.6891252525254
0.0005888403616161617,1177.6807232323233
0.0006043361606060607,1208.6723212121215
0.0006198319595959597,1239.6639191919194
0.0006353277585858587,1270.6555171717175
0.0006508235575757576,1301.6471151515152
0.0006663193565656566,1332.6387131313134
0.0006818151555555556,1363.6303111111113
0.0006973109545454546,1394.6219090909092
0.0007128067535353537,1425.6135070707073
0.0007283025525252527,1456.6051050505052
0.0007437983515151516,1487.5967030303032
0.0007592941505050506,1518.588301010101
0.0007747899494949496,1549.5798989898992
0.0007902857484848486,1580.5714969696971
0.0008057815474747476,1611.5630949494953
0.0008212773464646466,1642.5546929292932
0.0008367731454545456,1673.5462909090913
0.0008522689444444445,1704.537888888889
0.0008677647434343435,1735.529486868687
0.0008832605424242425,1766.521084848485
0.0008987563414141415,1797.512682828283
0.0009142521404040406,1828.5042808080811
0.0009297479393939396,1859.495878787879
0.0009452437383838385,1890.487476767677
0.0009607395373737375,1921.479074747475
0.0009762353363636365,1952.470672727273
0.0009917311353535355,1983.462270707071
0.0010072269343434344,2014.4538686868689
0.0010227227333333335,2045.445466666667
0.0010382185323232324,2076.437064646465
0.0010537143313131315,2107.428662626263
0.0010692101303030304,2138.4202606060608
0.0010847059292929295,2169.411858585859
0.0011002017282828284,2200.403456565657
0.0011156975272727273,2231.3950545454545
0.0011311933262626265,2262.386652525253
0.0011466891252525254,2293.378250505051
0.0011621849242424245,2324.369848484849
0.0011776807232323234,2355.3614464646466
0.0011931765222222223,2386.3530444444445
0.0012086723212121214,2417.344642424243
0.0012241681202020203,2448.3362404040404
0.0012396639191919194,2479.3278383838388
0.0012551597181818183,2510.3194363636367
0.0012706555171717174,2541.311034343435
0.0012861513161616163,2572.3026323232325
0.0013016471151515152,2603.2942303030304
0.0013171429141414144,2634.285828282829
0.0013326387131313133,2665.2774262626267
0.0013481345121212124,2696.2690242424246
0.0013636303111111113,2727.2606222222225
0.0013791261101010104,2758.252220202021
0.0013946219090909093,2789.2438181818184
0.0014101177080808082,2820.2354161616163
0.0014256135070707073,2851.2270141414147
0.0014411093060606062,2882.2186121212126
0.0014566051050505053,2913.2102101010105
0.0014721009040404042,2944.2018080808084
0.0014875967030303031,2975.1934060606063
0.0015030925020202022,3006.1850040404047
0.0015185883010101011,3037.176602020202
0.0015340841,3068.1682
0.0015340841,3068.1682
0.0019855992515151514,3071.2673597979797
0.002437114403030303,3074.3665195959597
0.0028886295545454545,3077.4656793939394
0.003340144706060606,3080.564839191919
0.003791659857575757,3083.663998989899
0.004243175009090909,3086.7631587878786
0.00469469016060606,3089.8623185858587
0.005146205312121212,3092.9614783838383
0.005597720463636363,3096.060638181818
0.006049235615151515,3099.159797979798
0.006500750766666666,3102.2589577777776
0.006952265918181818,3105.3581175757577
0.0074037810696969695,3108.4572773737373
0.007855296221212121,3111.5564371717173
0.008306811372727272,3114.655596969697
0.008758326524242424,3117.7547567676766
0.009209841675757575,3120.8539165656566
0.009661356827272725,3123.9530763636362
0.010112871978787878,3127.0522361616163
0.010564387130303029,3130.151395959596
0.011015902281818181,3133.250555757576
0.011467417433333332,3136.3497155555556
0.011918932584848484,3139.448875353535
0.012370447736363635,3142.5480351515153
0.012821962887878787,3145.647194949495
0.013273478039393938,3148.746354747475
0.01372499319090909,3151.8455145454545
0.01417650834242424,3154.9446743434346
0.014628023493939393,3158.043834141414
0.015079538645454544,3161.142993939394
0.015531053796969696,3164.242153737374
0.01598256894848485,3167.3413135353535
0.0164340841,3170.4404733333336
0.01688559925151515,3173.539633131313
0.0173371144030303,3176.6387929292932
0.01778862955454545,3179.737952727273
0.018240144706060606,3182.8371125252525
0.018691659857575756,3185.9362723232325
0.019143175009090907,3189.035432121212
0.019594690160606058,3192.134591919192
0.020046205312121212,3195.233751717172
0.020497720463636362,3198.332911515152
0.020949235615151513,3201.4320713131315
0.021400750766666664,3204.531231111111
0.021852265918181818,3207.630390909091
0.02230378106969697,3210.7295507070708
0.02275529622121212,3213.828710505051
0.02320681137272727,3216.9278703030304
0.02365832652424242,3220.02703010101
0.024109841675757575,3223.12618989899
0.024561356827272725,3226.2253496969697
0.025012871978787876,3229.32450949495
0.025464387130303027,3232.4236692929294
